Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
CGAP_EST_QUARTILE	20773:thyroid_uncharacterized histology_3rd	5	0.019441636208103272	0.018587550245594966	GPR155, CABIN1, HK1, WBP1L, SLA	143	118	16604	4.91999525897831	1.0	0.9386670798852161	28.364410575261424
CGAP_EST_QUARTILE	21021:colon_neoplasia_3rd	3	0.011664981724861965	0.019157156031600335	EFEMP1, MSN, ITPR1	143	25	16604	13.933426573426573	1.0	0.9345421901787683	29.100017701276503
CGAP_EST_QUARTILE	21676:brain_neoplasia_3rd	5	0.019441636208103272	0.01964125801784351	NCAM1, ALDH7A1, FYN, SHISA5, DENND3	143	120	16604	4.837995337995339	1.0	0.9297809481077439	29.71959265357129
CGAP_EST_QUARTILE	40259:mammary gland_neoplasia_3rd	6	0.02332996344972393	0.020141705608871227	TNFRSF1A, SHMT2, SHISA5, FAM234B, LSR, ADAM15	143	182	16604	3.8278644432490587	1.0	0.9253367417163799	30.35471378888136
GNF_U133A_QUARTILE	Pancreatic Islets_3rd	17	0.06610156310755114	0.020341111663750397	KIZ, IMPA2, MPZL2, LGALS3, S100A11, IGF2BP2, EPB41L4B, ACACB, EPHB3, MDK, LSR, DUSP4, CTH, SPX, ERO1B, ABCC3, PAPSS2	117	1083	13681	1.8354917884003756	0.7987013395297904	0.13560388216180863	19.537808633938813
KEGG_PATHWAY	hsa04520:Adherens junction	4	0.01555330896648262	0.02071870498759095	WASF3, FYN, NECTIN4, SRC	58	71	6879	6.681884409907721	0.9626344739144189	0.3369307503178034	22.27446452355448
GNF_U133A_QUARTILE	Tonsil_3rd	87	0.338284470020997	0.021216993453292518	HLF, IMPA2, IBA57, MPZL2, WASF3, VPS54, C16ORF71, TRMT2B, KIAA1614, MMRN1, LSR, CITED2, EFHD2, S1PR2, GLT8D2, ARHGAP6, DIP2C, TPO, MOB3B, DHX35, CEP170B, GHR, RABL3, LPGAT1, VTI1B, ACKR2, NEK11, GPR37L1, NCAM1, ALDH7A1, CTH, ALDH1B1, ADK, RNF24, DENND3, CCDC170, DEGS1, ADAM15, KIZ, PFKFB2, TFCP2L1, CALCOCO2, MYEF2, HK1, EPB41L4B, EPHB3, MDK, EPHB1, SRC, STARD13, TSC22D1, TNFRSF1A, ACSL1, ERO1B, POU2F3, OSBPL1A, DNAAF1, RUNX1, RUNX2, PAPSS2, MLLT3, RMDN1, EPM2A, EFEMP1, ESRRG, HGD, ITGA3, MXRA8, ACACB, ISOC1, RGS16, WBP1L, SHANK2, ITPR1, MYO10, NEB, TRIM58, CABIN1, ABCC3, NELFA, FAM234B, DEPTOR, PPP1R13B, ID4, ADAM22, VLDLR, ST7	117	8880	13681	1.1456138831138831	0.812266919275529	0.1301152166474926	20.2955121693997
GNF_U133A_QUARTILE	adrenal gland_3rd	38	0.14775643518158488	0.021249734515708642	BID, HLF, SCN1B, WASF3, SFXN3, HK1, CITED1, STARD13, CITED2, TSC22D1, EFHD2, DIP2C, OSBPL1A, CEP170B, PAPSS1, C16ORF45, MLLT3, ARHGEF2, ICAM5, ESRRG, VTI1B, ISOC1, REEP2, SHANK2, GPR37L1, ITPR1, LPCAT4, ELMO1, NCAM1, MYO10, FYN, FAM234B, RNF24, PPP1R13B, ID4, ADAM22, DEGS1, SRGAP2	117	3191	13681	1.392479382451178	0.8127561148981122	0.12091401313619543	20.323709961236037
CGAP_EST_QUARTILE	21089:genitourinary_neoplasia_3rd	4	0.01555330896648262	0.021285039406066797	TNFRSF1A, ITGA3, MSN, RUNX1	143	69	16604	6.731123948515253	1.0	0.927120062285416	31.785461390856142
CGAP_EST_QUARTILE	23905:thyroid_uncharacterized histology_3rd	4	0.01555330896648262	0.023787095860126357	HK1, MSN, ITPR1, IYD	143	72	16604	6.45066045066045	1.0	0.9393792553970634	34.82030516070112
UNIGENE_EST_QUARTILE	ovarian tumor_disease_3rd	46	0.1788630531145501	0.0240102683011391	ZNF808, KIZ, IBA57, SCN1B, NUAK2, MUM1L1, VPS54, SFXN3, SENP8, IGF2BP2, VLDLR-AS1, LSR, MDK, PRELID3A, CITED1, EPHB1, TSC22D1, TRIM47, NR1D1, DIP2C, PPP1R1B, GATAD2A, MOB3B, ZNF271P, RUNX2, GHR, MLLT3, NMNAT3, L3MBTL4, ICAM5, S100A11, ACKR2, ACACB, MXRA8, NECTIN4, WBP1L, LPCAT4, SAMD1, NCAM1, PPP1R9B, DUSP4, PARP14, NOL4L, FAM234B, ID4, SRGAP2	152	4102	18142	1.3384549257101799	0.8422973877199369	0.1426596960015778	22.565894467760593
CGAP_SAGE_QUARTILE	356:brain_Glioblastoma_3rd	17	0.06610156310755114	0.02432023739706353	NADK2, LGALS3, EFEMP1, SFXN3, MYEF2, METTL7B, EPHB1, SAMD1, CITED2, SLA, NCAM1, TRIM47, FYN, NOL4L, ABCC3, CABIN1, MSN	141	1091	16356	1.8075160403299722	0.9998051806615589	0.43422710481644455	28.5593634027963
CGAP_EST_QUARTILE	11505:stomach_neoplasia_3rd	4	0.01555330896648262	0.024655028513691796	LPGAT1, CABIN1, ABCC3, CALCOCO2	143	73	16604	6.362295239007568	1.0	0.9383062296653494	35.84295068271277
CGAP_SAGE_QUARTILE	347:brain_astrocytoma grade II_3rd	19	0.07387821759079244	0.024817965923066947	KIZ, ACADSB, PFKFB2, MYEF2, GPR37L1, EPHB1, NECAB1, SLA, TSC22D1, NR1D1, DIP2C, FYN, CABIN1, ADAM33, PAPSS1, DENND3, CEP170B, TP53INP2, ADAM15	141	1278	16356	1.7245696400625978	0.9998367944251414	0.4201763348507369	29.055563366912995
GNF_U133A_QUARTILE	Uterus Corpus_3rd	35	0.1360914534567229	0.02603587377742419	KIZ, MPZL2, PFKFB2, VPS54, TRMT2B, MMRN1, EPHB3, MDK, STARD13, CITED2, TSC22D1, GLT8D2, TNFRSF1A, ARHGAP6, DIP2C, OSBPL1A, PAPSS1, PAPSS2, GHR, MLLT3, LGALS3, EFEMP1, ISOC1, MXRA8, ACACB, WBP1L, ITPR1, NCAM1, ALDH7A1, ALDH1B1, NELFA, DEPTOR, ID4, MVP, VLDLR	117	2917	13681	1.4030191421346718	0.8722529290443376	0.1366877068739324	24.349870242380934
GNF_U133A_QUARTILE	PB-BDCA4+Dentritic_Cells_3rd	11	0.0427715996578272	0.02680010151667483	ALDH7A1, CTH, ARHGAP6, ALDH1B1, EFEMP1, ID4, MDK, PAPSS2, CITED2, VLDLR, ST7	117	585	13681	2.1987142961501935	0.8798398984725769	0.13173821693762022	24.975408292385126
KEGG_PATHWAY	hsa00410:beta-Alanine metabolism	3	0.011664981724861965	0.026899029713671863	ALDH7A1, ALDH1B1, ALDH3B1	58	31	6879	11.477753058954393	0.9861709872046399	0.37852846439081134	27.977107057300678
CGAP_EST_QUARTILE	21401:lung_neoplasia_3rd	6	0.02332996344972393	0.027710905794477495	DUSP4, PARP14, HGD, METTL7B, TP53INP2, DEGS1	143	198	16604	3.5185420639966094	1.0	0.9507229390191778	39.32433768840431
CGAP_EST_QUARTILE	20849:colon_neoplasia_3rd	4	0.01555330896648262	0.02829606364065083	TSC22D1, L3MBTL4, CABIN1, RUNX1	143	77	16604	6.031786395422759	1.0	0.9480006288451056	39.970301785142716
CGAP_EST_QUARTILE	21355:lung_neoplasia_3rd	5	0.019441636208103272	0.030111585457575328	MYO10, CABIN1, SHANK2, SLA, STARD13	143	137	16604	4.23766015006891	1.0	0.9518056128186385	41.93342410876072
CGAP_SAGE_QUARTILE	1963:mammary gland_null_3rd	17	0.06610156310755114	0.030917104986441034	ARHGEF2, NUAK2, RMDN1, VPS54, EFEMP1, HGD, CITED2, SLA, TSC22D1, EFHD2, OSBPL1A, PARP14, GATAD2A, ADAM33, MSN, DEGS1, ADAM15	141	1124	16356	1.7544483985765122	0.999981497005089	0.4732525130511772	34.88215488253302
CGAP_SAGE_QUARTILE	1445:stomach_null_3rd	18	0.06998989034917179	0.03264542288243669	LGALS3, VPS54, PFKFB2, SFXN3, S100A11, ITGA3, EPHB3, SRC, SAMD1, SLA, EFHD2, TRIM47, ALDH1B1, PPP1R1B, GATAD2A, NELFA, ABCC3, ST7	141	1225	16356	1.7044897959183674	0.9999900405640824	0.472619397169431	36.45069066960562
CGAP_SAGE_QUARTILE	12:colon_normal epithelium_3rd	19	0.07387821759079244	0.03324430366548415	LGALS3, NUAK2, METTL7B, LSR, SRC, GPR37L1, SAMD1, TSC22D1, EFHD2, FAM151A, PPP1R1B, OSBPL1A, TRIM58, CCDC126, NOL4L, ABCC3, ADAM33, ST7, ADAM15	141	1322	16356	1.6671709531013614	0.9999919664282029	0.4606914581625665	36.98598473806338
KEGG_PATHWAY	hsa00350:Tyrosine metabolism	3	0.011664981724861965	0.03370367949896155	TPO, HGD, ALDH3B1	58	35	6879	10.16600985221675	0.9954046229210273	0.4162429811616106	33.81030059634641
CGAP_EST_QUARTILE	26763:stomach_neoplasia_3rd	6	0.02332996344972393	0.03384092672886736	EFHD2, RABL3, PPP1R1B, IER5L, LSR, MDK	143	209	16604	3.3333556395757356	1.0	0.9628457158716154	45.77750082733573
CGAP_EST_QUARTILE	20328:testi_normal_3rd	3	0.011664981724861965	0.03408309063290969	GPR155, ALDH7A1, PFKFB2	143	34	16604	10.245166598107774	1.0	0.9593308068759554	46.018621774568416
CGAP_EST_QUARTILE	17588:thyroid_neoplasia_3rd	5	0.019441636208103272	0.0357703242853644	OSBPL1A, SFXN3, NELFA, SFXN2, RGS16	143	145	16604	4.003858210754763	1.0	0.9612880201516232	47.67071494839325
CGAP_EST_QUARTILE	11481:stomach_neoplasia_3rd	3	0.011664981724861965	0.03594990726731391	NECTIN4, RUNX1, PAPSS1	143	35	16604	9.952447552447554	1.0	0.9576931519689836	47.84371995075668
GNF_U133A_QUARTILE	Liver_3rd	18	0.06998989034917179	0.036181961023093394	IMPA2, TFCP2L1, PFKFB2, HGD, ACACB, ISOC1, EPHB3, SHANK2, ALDH3B1, ALDH7A1, ACSL1, SPX, DIP2C, ALDH1B1, ABCC3, DEPTOR, PAPSS2, ST7	117	1258	13681	1.6731074966369084	0.9435565009521645	0.16444340668594792	32.282211381789615
CGAP_EST_QUARTILE	21895:prostate_neoplasia_3rd	4	0.01555330896648262	0.036385636440789945	TSC22D1, DHX35, SHANK2, ITPR1	143	85	16604	5.464088852324146	1.0	0.9550319055847539	48.261247635695945
CGAP_EST_QUARTILE	40198:nervou_normal_3rd	8	0.03110661793296524	0.03799436459697634	NCAM1, DUSP4, MYO10, RAB34, SFXN3, NELFA, NECAB1, SLA	143	366	16604	2.5379647674729644	1.0	0.9568641797747252	49.77561436461695
CGAP_EST_QUARTILE	107:brain_uncharacterized histology_3rd	4	0.01555330896648262	0.040829159279634625	HLF, OSBPL1A, DNAAF1, TP53INP2	143	89	16604	5.218511825253398	1.0	0.9624991418196598	52.342836861866026
UNIGENE_EST_QUARTILE	eye_normal_3rd	57	0.22163465277237732	0.041015409055924074	HLF, NUAK2, TRMT2B, CITED1, FAM124A, CITED2, TRIM47, WDR72, PIP5KL1, SH2D6, PPP1R1B, FBXO27, MOB3B, CEP170B, IP6K3, NMNAT3, L3MBTL4, RABL3, LPGAT1, ACKR2, GPR37L1, ALDH3B1, NCAM1, CTH, SLITRK4, ALDH7A1, NOL4L, SRGAP2, BID, SCN1B, MYEF2, EPB41L4B, EPHB1, NECAB1, NR1D1, ERO1B, NSUN4, EPM2A, ESRRG, HGD, MXRA8, REEP2, RGS16, SHANK2, RDH12, CCDC110, NEB, FYN, TRIM58, IER5L, CABIN1, NELFA, FAM234B, ID4, ADAM22, DNAL1, TP53INP2	152	5480	18142	1.2414689781021897	0.9585347966495027	0.2171690554224196	35.64183381367745
KEGG_PATHWAY	hsa00260:Glycine, serine and threonine metabolism	3	0.011664981724861965	0.04110336449536178	SHMT2, ALDH7A1, CTH	58	39	6879	9.123342175066313	0.9986254144128837	0.45066939112801974	39.65956784592797
CGAP_SAGE_QUARTILE	1571:white blood cells_monocyte_3rd	20	0.07776654483241309	0.041260034085000244	LPGAT1, NUAK2, MROH6, RMDN1, CALCOCO2, HK1, WBP1L, GPR37L1, ALDH3B1, EFHD2, PPP1R9B, PARP14, IER5L, CCDC126, SHISA5, ADAM33, PAPSS1, DENND3, DEGS1, ADAM15	141	1453	16356	1.5966964900206468	0.9999995531223876	0.5185962933261352	43.75985477969022
UNIGENE_EST_QUARTILE	adipose tissue_normal_3rd	38	0.14775643518158488	0.04161562466176085	ZNF808, KIZ, ACADSB, MMRN1, STARD13, SLA, TSC22D1, ARHGAP6, ACSL1, PPP1R1B, OSBPL1A, SHISA5, GATAD2A, TPO, ADAM33, C11ORF80, DHX35, MSN, PAPSS1, PAPSS2, GHR, LGALS3, RMDN1, EFEMP1, MXRA8, ACACB, RGS16, ITPR1, PPP1R9B, FAM151A, FYN, ALDH1B1, PARP14, IER5L, DEPTOR, DNAL1, VLDLR, DEGS1	152	3372	18142	1.3450474495848161	0.960461600921273	0.20606110742856232	36.064449138929454
CGAP_EST_QUARTILE	16134:colon_neoplasia_3rd	4	0.01555330896648262	0.04198100808184067	SHMT2, VPS54, SHISA5, IGF2BP2	143	90	16604	5.16052836052836	1.0	0.9624288926484391	53.35015232145701
KEGG_PATHWAY	hsa00620:Pyruvate metabolism	3	0.011664981724861965	0.04304095956222033	ALDH7A1, ALDH1B1, ACACB	58	40	6879	8.895258620689656	0.998999410627093	0.4376310632057593	41.11080758020515
CGAP_EST_QUARTILE	17532:thyroid_neoplasia_3rd	4	0.01555330896648262	0.04433342733712553	MYO10, ACSL1, LPGAT1, SFXN2	143	92	16604	5.04834296138644	1.0	0.9657220655773207	55.345300960878305
CGAP_SAGE_QUARTILE	14:colon_adenocarcinoma_3rd	18	0.06998989034917179	0.044977526765283646	LGALS3, NUAK2, IGF2BP2, SRC, GPR37L1, EFHD2, CCDC110, FAM151A, PPP1R1B, ALDH1B1, OSBPL1A, PARP14, TRIM58, SHISA5, ABCC3, ADAM33, RUNX2, DEGS1	141	1275	16356	1.6376470588235295	0.9999998839310108	0.5325357635676503	46.666518336501085
GNF_U133A_QUARTILE	Pancreas_3rd	36	0.13997978069834358	0.04580445414980358	HLF, IMPA2, TRMT2B, SFXN3, IGF2BP2, EPHB3, LSR, STARD13, CITED2, TSC22D1, TNFRSF1A, DNAAF1, GATAD2A, MOB3B, PAPSS2, LGALS3, EFEMP1, S100A11, ESRRG, ACKR2, ITGA3, MXRA8, WBP1L, SHANK2, DUSP4, ALDH7A1, ADK, TRIM58, NELFA, RNF24, FAM234B, ID4, DEGS1, ST7, ADAM15, SRGAP2	117	3153	13681	1.3350899021688747	0.9741942772722768	0.19356098410516698	39.10127033504401
CGAP_EST_QUARTILE	23587:thyroid_normal_3rd	3	0.011664981724861965	0.045848423191249675	FYN, TPO, HK1	143	40	16604	8.70839160839161	1.0	0.9665236220270348	56.587278179678165
CGAP_EST_QUARTILE	21145:head and neck_neoplasia_3rd	3	0.011664981724861965	0.04793564390201191	TNFRSF1A, RAB34, ITGA3	143	41	16604	8.495991813064984	1.0	0.9686284487795426	58.24504717493381
GNF_U133A_QUARTILE	dorsal root ganglia_3rd	21	0.08165487207403374	0.04804703252317903	HLF, SCN1B, WASF3, EFEMP1, SFXN3, REEP2, LPCAT4, ITPR1, ELMO1, NCAM1, ALDH7A1, MYO10, DIRAS3, DIP2C, DNAAF1, OSBPL1A, FAM234B, ID4, RUNX1, C16ORF45, VLDLR	117	1600	13681	1.534727564102564	0.9785212809813455	0.19214429047550985	40.59830338917321
CGAP_EST_QUARTILE	40185:uncharacterized tissue_normal_3rd	5	0.019441636208103272	0.048610627132247286	TNFRSF1A, ACSL1, SHISA5, RNF24, CALCOCO2	143	160	16604	3.628496503496504	1.0	0.9673460047943265	58.76823920053673
CGAP_EST_QUARTILE	16222:ovary_neoplasia_3rd	5	0.019441636208103272	0.048610627132247286	ACSL1, NR1D1, PARP14, TRMT2B, SFXN3	143	160	16604	3.628496503496504	1.0	0.9673460047943265	58.76823920053673
GNF_U133A_QUARTILE	Olfactory Bulb_3rd	26	0.10109650828213701	0.048675023381011165	HLF, SCN1B, WASF3, HK1, TSC22D1, EFHD2, DIP2C, OSBPL1A, PAPSS1, ZNF271P, CEP170B, C16ORF45, RABL3, ESRRG, REEP2, SHANK2, LPCAT4, ITPR1, ELMO1, NCAM1, ALDH7A1, MYO10, FYN, FAM234B, RNF24, ID4	117	2111	13681	1.4401810621611664	0.9795988743646314	0.18523112920341545	41.01150369507829
CGAP_SAGE_QUARTILE	151:brain_ependymoma_3rd	17	0.06610156310755114	0.048881787789375714	ZNF808, NADK2, LGALS3, PFKFB2, EPM2A, EFEMP1, HGD, MMRN1, SLA, ALDH7A1, NR1D1, DIP2C, ERO1B, PPP1R1B, RAB34, CABIN1, MSN	141	1193	16356	1.652975691533948	0.9999999719862849	0.5463732375854948	49.568859766592475
CGAP_EST_QUARTILE	19376:placenta_normal_3rd	4	0.01555330896648262	0.04923119665255452	ARHGAP6, FYN, EFEMP1, HK1	143	96	16604	4.837995337995338	1.0	0.9659500789928233	59.24378978863594
CGAP_SAGE_QUARTILE	1103:skin_null_3rd	19	0.07387821759079244	0.04994499129945552	LGALS3, NUAK2, TRMT2B, EPHB3, GPR37L1, RDH12, PPP1R9B, TRIM47, SLITRK4, FAM151A, ALDH1B1, FBXO27, TRIM58, ADAM33, TP53INP2, TMEM79, ST7, DEGS1, ADAM15	141	1389	16356	1.5867530597552197	0.9999999809972301	0.5383674884750325	50.333466787348804
CGAP_EST_QUARTILE	20981:colon_neoplasia_3rd	3	0.011664981724861965	0.05221164987574438	SHMT2, MDK, STARD13	143	43	16604	8.100829403154984	1.0	0.969880025331816	61.456504598984885
CGAP_EST_QUARTILE	11000:colon_neoplasia_3rd	3	0.011664981724861965	0.05221164987574438	ACSL1, ALDH1B1, EPHB3	143	43	16604	8.100829403154984	1.0	0.969880025331816	61.456504598984885
CGAP_SAGE_QUARTILE	9:brain_normal fetal astrocyte, GFAP positive, cerebral cortex_3rd	19	0.07387821759079244	0.052877323667937834	NADK2, S100A11, SFXN3, ITGA3, MDK, LPCAT4, CITED2, SLA, DUSP4, ALDH1B1, FYN, RAB34, SHISA5, MSN, DHX35, PAPSS1, ZNF271P, PAPSS2, ST7	141	1399	16356	1.5754110078627592	0.9999999934992501	0.5440959212900487	52.38694789189693
CGAP_EST_QUARTILE	39:uncharacterized tissue_uncharacterized histology_3rd	4	0.01555330896648262	0.05307095257000164	DIP2C, FYN, RGS16, LPCAT4	143	99	16604	4.691389418662146	1.0	0.9691002621061404	62.07309018290728
CGAP_EST_QUARTILE	26733:uncharacterized tissue_neoplasia_3rd	5	0.019441636208103272	0.05330604583763981	TRIM47, LGALS3, RAB34, IER5L, DENND3	143	165	16604	3.51854206399661	1.0	0.9670119804521473	62.240150578516996
UNIGENE_EST_QUARTILE	kidney tumor_disease_3rd	42	0.16330974414806748	0.05350827915036282	ZNF808, HLF, SCN1B, PFKFB2, MYEF2, VLDLR-AS1, EPHB3, PRELID3A, CITED1, DIP2C, SPX, ERO1B, FBXO27, OSBPL1A, MOB3B, MSN, PAPSS1, IP6K3, MLLT3, POLR3F, OSBPL6, EPM2A, S100A11, HGD, ITGA3, ACACB, REEP2, RGS16, WBP1L, METTL7B, GPR37L1, ALDH3B1, RDH12, NCAM1, PPP1R9B, CCDC110, RAB34, ABCC3, NELFA, DEPTOR, RNF24, TP53INP2	152	3878	18142	1.292656279688391	0.9846934160163753	0.24318124620073434	43.93689512851218
CGAP_EST_QUARTILE	19653:lung_neoplasia_3rd	3	0.011664981724861965	0.05661827971405348	IGF2BP2, TP53INP2, ITPR1	143	45	16604	7.74079254079254	1.0	0.9712003922600824	64.52127645177745
KEGG_PATHWAY	hsa00280:Valine, leucine and isoleucine degradation	3	0.011664981724861965	0.057510806439821274	ALDH7A1, ACADSB, ALDH1B1	58	47	6879	7.5704328686720475	0.9999085062226192	0.5109673988318515	50.9775662923873
CGAP_SAGE_QUARTILE	350:brain_anaplastic gradeIII, primary, brain_3rd	20	0.07776654483241309	0.05802458764475614	NADK2, KIZ, EFEMP1, CALCOCO2, MYEF2, HGD, EPHB1, SLA, TSC22D1, NCAM1, PPP1R9B, MYO10, NR1D1, FAM151A, ERO1B, FYN, PARP14, NOL4L, ID4, SRGAP2	141	1514	16356	1.5323645970937914	0.9999999990188628	0.5638165447320247	55.80236517989219
CGAP_EST_QUARTILE	17601:thyroid_neoplasia_3rd	3	0.011664981724861965	0.058868816507503335	MPZL2, PARP14, ID4	143	46	16604	7.57251444207966	1.0	0.9729671423295609	65.99631857585719
GNF_U133A_QUARTILE	Prefrontal Cortex_3rd	27	0.10498483552375767	0.060902853401351015	BID, HLF, IBA57, ACADSB, SCN1B, WASF3, SFXN3, PRELID3A, CITED1, SPX, DNAAF1, OSBPL1A, RUNX1, RUNX2, C16ORF45, ICAM5, ESRRG, REEP2, SHANK2, ALDH3B1, ITPR1, NCAM1, FYN, FAM234B, PPP1R13B, ID4, ADAM22	117	2264	13681	1.3945025822234303	0.992562608632425	0.21734379674236104	48.55570517833917
CGAP_EST_QUARTILE	13714:thyroid_neoplasia_3rd	5	0.019441636208103272	0.06236015695503298	NCAM1, FAM151A, ALDH1B1, HK1, SLA	143	174	16604	3.336548508962302	1.0	0.9764488572779186	68.17058506726958
CGAP_SAGE_QUARTILE	34:cerebellum_normal cerebellum_3rd	20	0.07776654483241309	0.0641127635607053	ARHGEF2, SCN1B, SRCIN1, NUAK2, SFXN3, LPCAT4, ITPR1, CITED2, NECAB1, PPP1R9B, ARHGAP6, FAM151A, DIRAS3, ERO1B, OSBPL1A, CABIN1, ADAM33, ZNF271P, SRGAP2, DEGS1	141	1533	16356	1.513372472276582	0.9999999998965899	0.5870050606582727	59.54856794222654
CGAP_EST_QUARTILE	15972:uteru_uncharacterized histology_3rd	4	0.01555330896648262	0.0654215888904571	KIZ, RAB34, SHISA5, RUNX1	143	108	16604	4.3004403004403	1.0	0.9788299133407806	69.96850409084135
CGAP_EST_QUARTILE	2904:mammary gland_neoplasia_3rd	8	0.03110661793296524	0.06583550973331453	SHMT2, ALDH7A1, VPS54, ID4, SFXN2, RGS16, PRELID3A, CITED2	143	415	16604	2.238301457578566	1.0	0.9776195061044984	70.2041029627602
GNF_U133A_QUARTILE	Kidney_3rd	54	0.20996967104751535	0.0659477808000048	HLF, WASF3, PRELID3A, CITED1, SPX, DIRAS3, DIP2C, CEP170B, C16ORF45, ARHGEF2, RABL3, LPGAT1, VTI1B, NEK11, LPCAT4, ELMO1, NCAM1, ALDH7A1, RNF24, DENND3, CCDC170, DEGS1, SRGAP2, KIZ, SCN1B, PFKFB2, SFXN3, HK1, EPB41L4B, SRC, EPHB1, TSC22D1, ACSL1, OSBPL1A, DNAAF1, ZNF271P, PAPSS1, RUNX2, POLR3F, EFEMP1, EPM2A, ESRRG, ACACB, ISOC1, REEP2, RGS16, SHANK2, MYO10, NEB, FYN, DEPTOR, FAM234B, ID4, VLDLR	117	5260	13681	1.2004387247733257	0.9951140365291272	0.2238422286208389	51.40496726351407
CGAP_SAGE_QUARTILE	187:mammary gland_carcinoma_3rd	10	0.038883272416206545	0.06749817357682554	NUAK2, FAM151A, VPS54, OSBPL1A, TRMT2B, TRIM58, ADAM33, GPR37L1, C16ORF45, DEGS1	141	591	16356	1.9627749576988158	0.9999999999705935	0.592673818050462	61.50215124480732
CGAP_EST_QUARTILE	16237:ovary_neoplasia_3rd	3	0.011664981724861965	0.0681698260258978	PPP1R1B, LSR, ADAM15	143	50	16604	6.966713286713286	1.0	0.9789059203731639	71.5004468227532
UNIGENE_EST_QUARTILE	glioma_disease_3rd	49	0.19052803483941208	0.0684392335935114	SRCIN1, VLDLR-AS1, MMRN1, CITED1, CITED2, FAM124A, TRIM47, PIP5KL1, DIRAS3, PPP1R1B, FBXO27, ICAM5, ACKR2, METTL7B, GPR37L1, NCAM1, CTH, NOL4L, ADAM15, SRGAP2, BID, SCN1B, PFKFB2, SFXN3, HK1, SRC, EPHB1, TNFRSF1A, NR1D1, ERO1B, DNAAF1, CCDC126, GATAD2A, TMEM79, SHMT2, OSBPL6, EFEMP1, RGS16, REEP2, WBP1L, SAMD1, PPP1R9B, FYN, NELFA, CABIN1, FAM234B, ID4, ST7, VLDLR	152	4736	18142	1.2348834237197723	0.9954285875913789	0.2859096730449351	52.574801185751284
CGAP_SAGE_QUARTILE	650:mammary gland_ductal carcinoma in situ, extensive, gradeIII, Her2+_3rd	12	0.04665992689944786	0.06884232961684354	TSC22D1, TNFRSF1A, ARHGEF2, LGALS3, EFEMP1, GATAD2A, ID4, DHX35, MSN, RGS16, WBP1L, TP53INP2	141	775	16356	1.7961290322580643	0.9999999999821738	0.586848575982284	62.25326571158867
CGAP_EST_QUARTILE	16762:skin_normal_3rd	6	0.02332996344972393	0.07082988486643277	TSC22D1, NMNAT3, MOB3B, TMEM79, DEGS1, ST7	143	258	16604	2.700276467718328	1.0	0.9804484727425105	72.91275954729912
CGAP_EST_QUARTILE	40250:nervou_normal_3rd	5	0.019441636208103272	0.07105174342624951	NCAM1, DUSP4, VLDLR, SLA, SRGAP2	143	182	16604	3.1898870360408824	1.0	0.9791435109838353	73.02751771416054
CGAP_EST_QUARTILE	19951:mammary gland_neoplasia_3rd	4	0.01555330896648262	0.0712979403964495	SHMT2, S100A11, ITGA3, ST7	143	112	16604	4.146853146853147	1.0	0.9778366682232489	73.15432796543855
CGAP_EST_QUARTILE	879:genitourinary_normal_3rd	6	0.02332996344972393	0.0717515035464918	EFHD2, ARHGEF2, OSBPL6, GATAD2A, CITED1, ALDH3B1	143	259	16604	2.6898506898506898	1.0	0.9767656949653486	73.38647586153999
KEGG_PATHWAY	hsa00920:Sulfur metabolism	2	0.00777665448324131	0.07219086346723992	PAPSS1, PAPSS2	58	9	6879	26.356321839080458	0.9999922195046542	0.5684094307977166	59.41759571199656
CGAP_EST_QUARTILE	19697:prostate_normal_3rd	3	0.011664981724861965	0.07299036820867481	KIZ, ALDH7A1, ESRRG	143	52	16604	6.698762775685853	1.0	0.9766856962737016	74.01094907539661
CGAP_SAGE_QUARTILE	1:colon_adenocarcinoma_3rd	20	0.07776654483241309	0.07314727326272377	SHMT2, NUAK2, MROH6, MDK, LSR, SRC, GPR37L1, ALDH7A1, FAM151A, ALDH1B1, OSBPL1A, IER5L, SHISA5, ABCC3, CABIN1, ADAM33, PAPSS2, NSUN4, ST7, DEGS1	141	1559	16356	1.4881334188582425	0.9999999999964295	0.5970359115401027	64.56844890267408
CGAP_SAGE_QUARTILE	136:heart_normal bulk heart_3rd	15	0.05832490862430983	0.07383778528624618	KIZ, SCN1B, RABL3, LGALS3, HGD, ISOC1, CITED2, TSC22D1, ARHGAP6, ACSL1, ERO1B, FBXO27, RUNX2, PAPSS2, ST7	141	1069	16356	1.627689429373246	0.9999999999972432	0.5882057164767525	64.92731447351741
CGAP_EST_QUARTILE	19225:head and neck_neoplasia_3rd	4	0.01555330896648262	0.07432241109835386	FYN, ESRRG, S100A11, MSN	143	114	16604	4.074101337259232	1.0	0.9767247311525735	74.66695018717027
CGAP_EST_QUARTILE	7686:mammary gland_neoplasia_3rd	2	0.00777665448324131	0.07440557801075381	DUSP4, ABCC3	143	9	16604	25.8026418026418	1.0	0.9752148656842601	74.7073852958323
CGAP_EST_QUARTILE	16264:ovary_neoplasia_3rd	2	0.00777665448324131	0.07440557801075381	TSC22D1, CALCOCO2	143	9	16604	25.8026418026418	1.0	0.9752148656842601	74.7073852958323
